Id,PID,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Fence,Misc Feature,Misc Val,Mo Sold,Yr Sold,Sale Type,SalePrice,Bsmt Bath,Bath AbvGr,Total SF,Overall Qu Co Avg,Age Sold,Remodel Age,Second Story
905,909101140,50,RL,60,10998,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,1941,1960,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,TA,TA,No,LwQ,408,BLQ,420,156,984,GasA,Ex,Y,SBrkr,984,620,0,1604,3,1,TA,8.0,Min2,0,NA,Detchd,1977,Unf,2.0,660.0,TA,TA,Y,0,68,0,0,0,0,NA,NA,NA,0,7,2009,WD ,117000,0.0,2.0,2588,5.0,68,49,0
1532,909275050,70,RL,60,7200,Pave,NA,Reg,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,1Fam,2Story,1931,2000,Gable,CompShg,Stucco,Wd Shng,None,0,TA,Fa,BrkTil,Gd,TA,No,Unf,0,Unf,0,776,776,GasA,TA,Y,SBrkr,851,651,0,1502,3,1,TA,7.5,Typ,1,Gd,Attchd,1931,RFn,1.0,270.0,TA,TA,P,0,0,112,0,0,0,NA,MnPrv,NA,0,2,2008,WD ,149000,0.0,1.5,2278,6.5,77,8,0
132,534475100,20,RL,80,9920,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,1954,1954,Gable,CompShg,HdBoard,HdBoard,Stone,110,TA,TA,CBlock,TA,TA,No,Rec,354,LwQ,290,412,1056,GasA,TA,Y,SBrkr,1063,0,0,1063,3,1,TA,7.0,Typ,0,NA,Attchd,1954,RFn,1.0,280.0,TA,TA,Y,0,0,164,0,0,0,NA,MnPrv,NA,0,2,2010,WD ,128000,1.0,1.0,2119,5.0,56,56,1
1078,528188090,160,RL,36,2448,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,2Story,2003,2004,Gable,CompShg,VinylSd,Wd Shng,Stone,106,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,764,764,GasA,Ex,Y,SBrkr,764,862,0,1626,2,1,Gd,8.5,Typ,0,NA,BuiltIn,2003,RFn,2.0,474.0,TA,TA,Y,0,27,0,0,0,0,NA,NA,NA,0,10,2008,WD ,155000,0.0,2.5,2390,6.0,5,4,0
2511,533221080,160,FV,0,2998,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,2000,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,513,Gd,TA,PConc,Gd,TA,No,GLQ,353,Unf,0,403,756,GasA,Ex,Y,SBrkr,768,756,0,1524,2,1,Gd,6.5,Typ,0,NA,Detchd,2000,Unf,2.0,440.0,TA,TA,Y,0,32,0,0,0,0,NA,NA,NA,0,6,2006,WD ,166000,0.0,2.5,2280,5.5,6,6,0
912,909250220,50,RL,65,7804,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,1928,1950,Gable,CompShg,WdShing,Plywood,None,0,TA,TA,BrkTil,TA,TA,No,BLQ,622,Unf,0,500,1122,GasA,TA,Y,SBrkr,1328,653,0,1981,4,1,Gd,9.0,Min2,2,TA,Detchd,1981,Unf,2.0,576.0,TA,TA,Y,431,44,0,0,0,0,NA,MnPrv,NA,0,12,2009,WD ,135000,1.0,2.0,3103,3.5,81,59,0
2351,527356020,60,RL,80,16692,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,RRAn,Norm,1Fam,2Story,1978,1978,Gable,CompShg,Plywood,Plywood,BrkFace,184,TA,TA,CBlock,Gd,TA,No,BLQ,790,LwQ,469,133,1392,GasA,TA,Y,SBrkr,1392,1392,0,2784,5,1,Gd,15.5,Typ,2,TA,Attchd,1978,RFn,2.0,564.0,TA,TA,Y,0,112,0,0,440,519,Fa,MnPrv,TenC,2000,7,2006,WD ,250000,1.0,3.5,4176,6.0,28,28,0
330,923226250,160,RM,21,1476,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,2Story,1970,1970,Gable,CompShg,CemntBd,CmentBd,None,0,TA,TA,CBlock,TA,TA,No,GLQ,176,Unf,0,370,546,GasA,Ex,Y,SBrkr,546,546,0,1092,3,1,TA,6.5,Typ,0,NA,NA,2010,NA,0.0,0.0,NA,NA,Y,200,26,0,0,0,0,NA,NA,NA,0,3,2010,WD ,76000,0.0,1.5,1638,5.5,40,40,0
2586,535305120,20,RL,75,10170,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,1951,1951,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,522,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,216,216,GasA,TA,Y,SBrkr,1575,0,0,1575,2,1,Gd,6.5,Typ,1,Gd,Attchd,1951,Unf,2.0,400.0,TA,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,6,2006,WD ,155000,0.0,1.5,1791,6.0,55,55,1
224,905106140,60,RL,80,9364,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,2Story,1969,1969,Gable,CompShg,HdBoard,HdBoard,Stone,143,TA,TA,CBlock,TA,TA,No,ALQ,371,Unf,0,292,663,GasA,TA,Y,SBrkr,663,689,0,1352,4,1,TA,8.5,Typ,0,NA,Attchd,1969,Fin,1.0,299.0,TA,TA,Y,379,36,0,0,0,0,NA,MnPrv,NA,0,3,2010,WD ,158000,0.0,1.5,2015,6.5,41,41,0
98,533212020,160,FV,24,2544,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,2004,2005,Gable,CompShg,MetalSd,MetalSd,None,0,Gd,TA,PConc,Gd,TA,No,GLQ,368,ALQ,42,190,600,GasA,Ex,Y,SBrkr,600,600,0,1200,2,1,Gd,6.5,Typ,0,NA,Detchd,2004,RFn,2.0,480.0,TA,TA,Y,0,172,0,0,0,0,NA,NA,NA,0,2,2010,WD ,149500,1.0,2.5,1800,6.0,6,5,0
2565,534479300,20,RL,82,9888,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,1954,1975,Gable,CompShg,MetalSd,MetalSd,None,0,TA,Gd,CBlock,TA,TA,No,BLQ,486,Unf,0,450,936,GasA,TA,Y,FuseA,936,0,0,936,2,1,TA,6.0,Typ,0,NA,Attchd,1954,Unf,1.0,240.0,TA,TA,Y,0,0,160,0,0,0,NA,MnPrv,NA,0,3,2006,WD ,121000,0.0,1.0,1872,5.5,52,31,1
1934,535304170,20,RL,68,7942,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,1953,1953,Hip,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,TA,TA,No,Rec,85,ALQ,955,0,1040,GasA,TA,Y,FuseF,1040,0,0,1040,3,1,TA,7.0,Typ,0,NA,Attchd,1953,Fin,1.0,293.0,TA,TA,Y,0,0,0,0,0,0,NA,MnPrv,NA,0,6,2007,WD ,136000,0.5,1.0,2080,6.5,54,54,1
997,527107010,60,RL,0,15038,Pave,NA,IR2,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,1996,1996,Gable,CompShg,HdBoard,HdBoard,None,0,TA,TA,PConc,Gd,TA,No,Rec,138,Unf,0,778,916,GasA,Gd,Y,SBrkr,916,720,0,1636,3,1,TA,9.5,Typ,1,TA,Attchd,1996,Fin,2.0,386.0,TA,TA,Y,168,84,0,0,0,0,NA,NA,NA,0,11,2008,WD ,173000,0.0,2.5,2552,5.5,12,12,0
64,528382020,60,RL,92,11764,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,1999,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,348,Gd,TA,PConc,Gd,TA,No,GLQ,524,Unf,0,628,1152,GasA,Ex,Y,SBrkr,1164,1106,0,2270,4,1,Gd,11.5,Typ,1,Gd,Attchd,1999,Fin,3.0,671.0,TA,TA,Y,132,57,0,0,0,0,NA,NA,NA,0,4,2010,WD ,290000,0.0,2.5,3422,7.5,11,3,0
1799,528458130,60,FV,75,9000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,2007,2007,Gable,CompShg,CemntBd,CmentBd,None,0,Gd,TA,PConc,Gd,TA,Av,GLQ,64,Unf,0,1120,1184,GasA,Ex,Y,SBrkr,1184,1426,0,2610,4,1,Ex,13.5,Typ,1,Gd,BuiltIn,2007,Fin,2.0,550.0,TA,TA,Y,208,364,0,0,0,0,NA,NA,NA,0,8,2007,New,303477,0.0,2.5,3794,6.5,0,0,0
230,905109170,20,RL,0,20062,Pave,NA,IR1,Low,AllPub,Inside,Mod,ClearCr,Norm,Norm,1Fam,1Story,1977,2001,Hip,CompShg,Wd Sdng,Wd Sdng,None,0,Gd,Gd,CBlock,Gd,TA,Gd,ALQ,1092,Unf,0,328,1420,GasA,Gd,Y,SBrkr,1483,0,0,1483,1,1,TA,5.5,Typ,2,TA,Attchd,1977,RFn,2.0,690.0,TA,TA,Y,496,0,0,0,0,0,NA,NA,NA,0,4,2010,WD ,270000,1.0,1.5,2903,7.0,33,9,1
1295,902109160,50,RM,81,7308,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,1920,1950,Gable,CompShg,WdShing,Wd Shng,None,0,Fa,Fa,BrkTil,TA,TA,No,Rec,360,Unf,0,576,936,GasA,Gd,N,FuseA,960,780,0,1740,2,1,Ex,7.0,Typ,1,Gd,Detchd,1920,Unf,1.0,225.0,Fa,Fa,N,0,0,236,0,0,0,NA,NA,NA,0,6,2008,WD ,122250,0.0,1.0,2676,5.0,88,58,0
638,535178120,20,RL,70,8750,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,1955,1955,Gable,CompShg,AsbShng,AsbShng,None,0,TA,TA,CBlock,TA,TA,No,Rec,172,LwQ,483,727,1382,GasA,Gd,Y,FuseA,1382,0,0,1382,3,1,Gd,7.0,Typ,0,NA,Attchd,1955,Unf,1.0,350.0,TA,TA,Y,280,0,0,0,0,0,NA,GdWo,NA,0,7,2009,WD ,153000,0.5,1.0,2764,5.0,54,54,1
2278,923202134,20,RL,70,8402,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Feedr,Norm,1Fam,1Story,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,PConc,Gd,TA,No,ALQ,206,Unf,0,914,1120,GasA,Ex,Y,SBrkr,1120,0,0,1120,3,1,TA,7.0,Typ,0,NA,NA,2007,NA,0.0,0.0,NA,NA,Y,0,30,0,0,0,0,NA,NA,NA,0,12,2007,New,147000,0.0,1.0,2240,5.0,0,0,1
2202,909252150,70,RL,63,4000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,1930,1995,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,BrkTil,Gd,TA,No,GLQ,246,Unf,0,285,531,GasA,TA,Y,SBrkr,567,531,0,1098,2,1,TA,6.0,Typ,1,Gd,Detchd,1930,Unf,1.0,216.0,TA,TA,Y,0,0,0,0,0,0,NA,MnPrv,NA,0,6,2007,WD ,148500,1.0,1.0,1629,7.5,77,12,0
2833,908188150,160,RM,32,3363,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,TwnhsE,2Story,2004,2004,Gable,CompShg,VinylSd,VinylSd,Stone,117,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,976,976,GasA,Ex,Y,SBrkr,976,732,0,1708,3,1,Gd,9.0,Maj1,0,NA,Detchd,2004,Unf,2.0,380.0,TA,TA,Y,0,40,0,0,0,0,NA,NA,NA,0,4,2006,WD ,130000,0.0,2.0,2684,6.0,2,2,0
1707,528150040,20,RL,94,13615,Pave,NA,IR1,HLS,AllPub,Corner,Mod,NridgHt,Norm,Norm,1Fam,1Story,2006,2006,Hip,CompShg,MetalSd,MetalSd,Stone,510,Ex,TA,PConc,Ex,TA,Gd,Unf,0,Unf,0,1802,1802,GasA,Ex,Y,SBrkr,1802,0,0,1802,3,1,Ex,9.5,Typ,1,Gd,Attchd,2006,Fin,3.0,843.0,TA,TA,Y,158,105,0,0,0,0,NA,NA,NA,0,6,2007,WD ,372000,0.0,2.5,3604,7.0,1,1,1
2428,528228565,120,RL,43,3013,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,145,Gd,TA,PConc,Gd,TA,Gd,GLQ,16,Unf,0,1346,1362,GasA,Ex,Y,SBrkr,1506,0,0,1506,2,1,Gd,8.0,Typ,1,Gd,Attchd,2005,Fin,2.0,440.0,TA,TA,Y,142,20,0,0,0,0,NA,NA,NA,0,4,2006,WD ,213490,0.0,2.0,2868,6.0,1,1,1
242,905453080,20,RL,44,17485,Pave,NA,IR2,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,2009,2010,Gable,CompShg,VinylSd,VinylSd,Stone,96,Gd,TA,PConc,Gd,TA,Gd,GLQ,1346,Unf,0,162,1508,GasA,Ex,Y,SBrkr,1508,0,0,1508,1,1,Gd,6.0,Typ,2,TA,Attchd,2009,RFn,2.0,572.0,TA,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,1,2010,Con,308030,1.0,1.0,3016,6.0,1,0,1
1564,914453045,20,RL,0,23730,Pave,NA,IR2,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,1996,1997,Gable,CompShg,MetalSd,MetalSd,BrkFace,668,Gd,TA,PConc,Ex,TA,Mn,GLQ,700,Unf,0,1140,1840,GasA,Ex,Y,SBrkr,2032,0,0,2032,3,1,Gd,10.0,Typ,0,NA,Attchd,1996,Fin,3.0,786.0,TA,TA,Y,0,46,192,0,0,0,NA,NA,NA,0,9,2008,WD ,300000,1.0,3.0,3872,6.0,12,11,1
2613,535403150,20,RL,79,8910,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,1959,1959,Hip,CompShg,BrkFace,BrkFace,None,0,TA,TA,CBlock,TA,TA,Mn,ALQ,655,Unf,0,0,655,GasA,Ex,Y,SBrkr,1194,0,0,1194,3,1,TA,7.0,Typ,1,Fa,BuiltIn,1954,Fin,2.0,539.0,TA,TA,Y,0,0,192,0,0,0,NA,NA,NA,0,7,2006,WD ,159500,0.5,1.0,1849,6.0,47,47,1
2832,908188140,160,RM,24,2522,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Twnhs,2Story,2004,2004,Gable,CompShg,VinylSd,VinylSd,Stone,50,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,970,970,GasA,Ex,Y,SBrkr,970,739,0,1709,3,1,Gd,9.0,Maj1,0,NA,Detchd,2004,Unf,2.0,380.0,TA,TA,Y,0,40,0,0,0,0,NA,NA,NA,0,4,2006,WD ,137500,0.0,2.0,2679,6.0,2,2,0
2459,528439030,20,RL,73,8688,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,228,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,1616,1616,GasA,Ex,Y,SBrkr,1616,0,0,1616,3,1,Gd,9.0,Typ,0,NA,Attchd,2005,RFn,3.0,834.0,TA,TA,Y,208,59,0,0,0,0,NA,NA,NA,0,4,2006,WD ,232000,0.0,2.0,3232,6.0,1,1,1
1360,903452025,30,RM,0,6291,Grvl,NA,IR1,Lvl,AllPub,Inside,Gtl,IDOTRR,RRNe,Norm,1Fam,1Story,1930,1950,Gable,CompShg,Stucco,Wd Shng,None,0,Gd,Gd,BrkTil,TA,TA,No,Unf,0,Unf,0,768,768,GasA,TA,Y,SBrkr,768,0,0,768,1,1,TA,5.0,Typ,0,NA,Detchd,1930,Unf,2.0,440.0,TA,TA,N,0,0,84,0,0,0,NA,NA,NA,0,7,2008,WD ,93850,0.0,1.0,1536,6.0,78,58,1
2723,905200380,30,RL,0,17529,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,1924,1950,Gable,CompShg,BrkFace,Wd Sdng,Stone,65,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,872,872,GasA,Fa,N,FuseF,872,0,0,872,2,1,Fa,6.0,Mod,1,Gd,Detchd,1924,Unf,1.0,322.0,Fa,Fa,N,0,0,116,0,0,0,NA,NA,NA,0,4,2006,WD ,105000,0.0,1.0,1744,5.0,82,56,1
1350,903235100,30,RM,60,6324,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,BrkSide,Feedr,RRNn,1Fam,1Story,1927,1950,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,520,520,GasA,Fa,N,SBrkr,520,0,0,520,1,1,Fa,5.0,Typ,0,NA,Detchd,1920,Unf,1.0,240.0,Fa,TA,Y,49,0,87,0,0,0,NA,NA,NA,0,5,2008,WD ,68500,0.0,1.0,1040,5.0,81,58,1
136,535106190,90,RL,80,11600,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm,Duplex,2Story,1960,1960,Gable,CompShg,MetalSd,MetalSd,BrkFace,361,TA,TA,CBlock,TA,TA,No,Rec,443,Unf,0,662,1105,GasA,TA,Y,FuseA,1105,1169,0,2274,5,2,TA,14.0,Typ,0,NA,Detchd,1960,Unf,2.0,480.0,TA,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,1,2010,WD ,154300,0.0,2.0,3379,5.0,50,50,0
2235,910201050,50,RM,50,7288,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Artery,Norm,1Fam,1.5Fin,1925,2003,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,Gd,BrkTil,TA,Po,No,Unf,0,Unf,0,936,936,GasA,Ex,Y,SBrkr,936,665,0,1601,3,1,TA,8.0,Typ,0,NA,NA,2007,NA,0.0,0.0,NA,NA,N,0,0,0,176,0,0,NA,NA,NA,0,9,2007,WD ,129850,0.0,2.0,2537,6.0,82,4,0
1993,902301130,70,RM,35,4571,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,1910,1950,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,BrkTil,TA,TA,No,BLQ,168,Unf,0,448,616,GasA,Ex,Y,SBrkr,616,616,0,1232,3,1,TA,7.0,Typ,0,NA,Detchd,1920,Unf,2.0,480.0,Fa,Fa,Y,280,0,143,0,0,0,NA,NA,NA,0,6,2007,WD ,114000,0.0,1.0,1848,6.0,97,57,0
367,527214050,20,RL,63,17423,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,StoneBr,Norm,Norm,1Fam,1Story,2008,2009,Hip,CompShg,VinylSd,VinylSd,Stone,748,Ex,TA,PConc,Ex,TA,No,GLQ,1904,Unf,0,312,2216,GasA,Ex,Y,SBrkr,2234,0,0,2234,1,1,Ex,11.0,Typ,1,Gd,Attchd,2009,Fin,3.0,1166.0,TA,TA,Y,0,60,0,0,0,0,NA,NA,NA,0,7,2009,New,501837,1.0,2.0,4450,7.0,1,0,1
1309,902300215,50,RM,100,12665,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,1915,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,BrkTil,TA,TA,Mn,Unf,0,Unf,0,876,876,GasA,Gd,Y,SBrkr,876,540,0,1416,4,1,TA,8.5,Typ,1,Gd,Detchd,1949,Unf,3.0,720.0,TA,TA,Y,418,0,194,0,0,0,NA,NA,NA,0,6,2008,WD ,153900,0.0,1.5,2292,6.5,93,58,0
402,527425110,20,RL,60,9000,Pave,NA,Reg,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm,1Fam,1Story,1971,2006,Gable,CompShg,VinylSd,VinylSd,None,0,TA,Gd,CBlock,TA,TA,No,ALQ,240,Unf,0,624,864,GasA,Gd,Y,SBrkr,864,0,0,864,3,1,TA,6.0,Typ,0,NA,Detchd,1986,Unf,2.0,576.0,TA,TA,Y,200,0,0,0,0,0,NA,GdWo,NA,0,7,2009,WD ,130000,0.0,1.0,1728,5.5,38,3,1
1592,923203140,120,RM,32,4500,Pave,NA,Reg,Lvl,AllPub,FR2,Gtl,Mitchel,Norm,Norm,TwnhsE,1Story,1997,1997,Hip,CompShg,VinylSd,VinylSd,BrkFace,197,TA,TA,PConc,Ex,TA,No,GLQ,864,Unf,0,325,1189,GasA,Ex,Y,SBrkr,1189,0,0,1189,2,1,TA,6.0,Typ,0,NA,Attchd,1997,RFn,2.0,392.0,TA,TA,Y,0,122,0,0,0,0,NA,NA,NA,0,4,2008,WD ,160500,1.0,2.0,2378,5.5,11,11,1
2409,528186110,120,RL,48,6373,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,2006,2006,Hip,CompShg,MetalSd,MetalSd,BrkFace,572,Ex,TA,PConc,Ex,Gd,No,GLQ,415,Unf,0,1251,1666,GasA,Ex,Y,SBrkr,1666,0,0,1666,2,1,Gd,8.0,Typ,1,Gd,Attchd,2006,RFn,2.0,575.0,TA,TA,Y,228,75,0,0,0,0,NA,NA,NA,0,6,2006,New,310090,1.0,2.0,3332,7.0,0,0,1
539,531371050,20,RL,67,10083,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,GLQ,833,Unf,0,343,1176,GasA,Ex,Y,SBrkr,1200,0,0,1200,2,1,Gd,7.0,Typ,0,NA,Attchd,2003,RFn,2.0,555.0,TA,TA,Y,0,41,0,0,0,0,NA,NA,NA,0,8,2009,WD ,184900,1.0,2.0,2376,6.0,6,6,1
1940,535327200,20,RL,70,13300,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,1956,2000,Hip,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,Gd,TA,No,Rec,377,Unf,0,551,928,GasA,TA,Y,SBrkr,928,0,0,928,2,1,TA,5.0,Typ,0,NA,Attchd,1956,Unf,1.0,252.0,TA,TA,Y,261,0,156,0,0,0,NA,NA,NA,0,6,2007,WD ,132000,0.0,1.0,1856,6.0,51,7,1
588,534129370,20,RL,80,9600,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Feedr,Norm,1Fam,1Story,1969,1969,Gable,CompShg,HdBoard,HdBoard,BrkFace,128,TA,TA,CBlock,Gd,TA,Mn,ALQ,553,Rec,147,588,1288,GasA,TA,Y,SBrkr,1336,0,0,1336,3,1,TA,8.0,Typ,1,Fa,Attchd,1969,RFn,2.0,502.0,TA,TA,Y,312,11,0,0,0,0,NA,NA,Shed,650,8,2009,WD ,163000,0.5,2.0,2624,5.0,40,40,1
96,533210060,160,FV,30,3215,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,2004,2004,Gable,CompShg,MetalSd,MetalSd,BrkFace,120,Gd,TA,PConc,Gd,TA,Av,GLQ,280,Unf,0,320,600,GasA,Ex,Y,SBrkr,600,600,0,1200,2,1,Gd,6.5,Typ,0,NA,Detchd,2004,RFn,2.0,480.0,TA,TA,Y,0,172,0,0,0,0,NA,NA,NA,0,4,2010,ConLD,155000,0.0,2.5,1800,6.0,6,6,0
1187,534127210,80,RL,0,11104,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,1969,1969,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,CBlock,TA,TA,Av,GLQ,828,Unf,0,599,1427,GasA,Gd,Y,SBrkr,1427,0,0,1427,4,1,TA,9.0,Typ,0,NA,Attchd,1969,RFn,2.0,516.0,TA,TA,Y,0,0,0,0,216,0,NA,NA,NA,0,5,2008,WD ,183000,0.5,2.0,2854,6.0,39,39,1
2154,907280090,60,RL,0,15295,Pave,NA,IR3,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,1996,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,254,Gd,TA,PConc,Gd,TA,Mn,GLQ,762,Unf,0,98,860,GasA,Ex,Y,SBrkr,1212,780,0,1992,3,1,Gd,9.5,Min2,2,TA,Attchd,1996,RFn,2.0,608.0,TA,TA,Y,225,32,0,0,0,0,NA,NA,NA,0,6,2007,WD ,211000,1.0,2.5,2852,6.0,11,5,0
550,531452260,60,RL,70,9109,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,2Story,1994,1994,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,LwQ,36,GLQ,596,122,754,GasA,Ex,Y,SBrkr,754,786,0,1540,3,1,Gd,8.5,Typ,0,NA,Attchd,1994,RFn,2.0,495.0,TA,TA,Y,140,32,0,0,0,0,NA,NA,NA,0,10,2009,WD ,184000,1.0,2.5,2294,6.0,15,15,0
811,906226100,90,RL,64,7018,Pave,NA,Reg,Bnk,AllPub,Inside,Gtl,SawyerW,Norm,Norm,Duplex,1Story,1979,1979,Gable,CompShg,HdBoard,HdBoard,None,0,TA,TA,Slab,NA,NA,NA,NA,0,NA,0,0,0,GasA,TA,Y,SBrkr,1535,0,0,1535,4,2,TA,10.0,Typ,0,NA,Attchd,1979,Unf,2.0,400.0,TA,TA,Y,0,0,0,0,0,0,NA,GdPrv,NA,0,6,2009,WD ,118858,0.0,2.0,1535,5.0,30,30,1
124,534403410,80,RL,0,14112,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,SLvl,1964,1964,Hip,CompShg,Wd Sdng,HdBoard,BrkFace,86,TA,TA,PConc,TA,TA,Av,GLQ,1014,Unf,0,138,1152,GasA,TA,Y,SBrkr,1152,0,0,1152,3,1,TA,7.0,Typ,1,Gd,Attchd,1964,RFn,2.0,484.0,TA,TA,Y,227,0,0,0,0,0,NA,NA,NA,0,4,2010,WD ,180500,1.0,1.0,2304,6.0,46,46,1
